Bird, MEX, 0472c62d-66de-49a6-8e07-cc7d00f6eef2, 76, 10270, No update data, 9g3qx2s2hy32
Bird, MEX, 093fbff0-9ce6-4fcc-86d7-76d75ab46dcf, 43, 5056, No update data, 9g3qw9nzsf6j
Bird, MEX, 630ef38f-d3db-4c94-8830-a938baeafef4, 75, 10112, No update data, 9g3qw9nzmsb6
Bird, MEX, cc306b48-a521-40d1-8850-4e9e54a01f61, 35, 4008, No update data, 9g3qw9phwvnq
Bird, MEX, d48f85b0-d5be-4c67-8e08-565fb6d886cc, 60, 7742, No update data, 9g3qw9ny7efk
Bird, MEX, c3ae0d84-8a55-43dc-86f2-33ab4f23993b, 76, 10270, No update data, 9g3qw9q2s6wz
Bird, MEX, 1f3d863a-2f4e-43bf-bebd-f2a3a92e02b5, 83, 11376, No update data, 9g3qw9q2s4dr
Bird, MEX, 5686478f-b4aa-4b03-b998-5e333d752688, 39, 4676, No update data, 9g3qw9p5j8qs
Bird, MEX, d27e740e-f35b-4d04-b18a-6a9464f7f385, 48, 6179, No update data, 9g3qw9nw8w3q
Bird, MEX, 9b58b631-8f46-4a6c-aa0b-6acf89470661, 96, 13430, No update data, 9g3qwdqdz053
Bird, MEX, 28343c94-2dc3-413e-bc89-ba787ac16c59, 39, 4676, No update data, 9g3qw9p12x97
Bird, MEX, 61178335-c425-4dd2-896f-0a07b49762b3, 39, 4676, No update data, 9g3qw9p12q75
Bird, MEX, c9b73b79-bb23-4a65-b4a4-5b2454f8a0b8, 83, 11376, No update data, 9g3qw9mbws9f
Bird, MEX, 0c16499b-c336-4a88-bd47-ea59bf5ca9aa, 36, 4175, No update data, 9g3qw9nc712u
Bird, MEX, 8c927df8-d061-4fd8-86bb-52afdab5f511, 54, 7181, No update data, 9g3qw8yzp6ce
Bird, MEX, 083453a3-d412-4620-8e34-9ea6e35d4bd6, 44, 5511, No update data, 9g3qwf85fq68
Bird, MEX, 0a676433-3f95-4a4c-8870-c7b9dc38c9ad, 46, 5845, No update data, 9g3qw9jv867h
Bird, MEX, 14676c1b-c50e-4498-afe0-da186eb96e81, 100, 14863, No update data, 9g3qw9ughhf2
Bird, MEX, 7cd247c0-ce8c-4b76-9910-109b5a42a8b3, 47, 6012, No update data, 9g3qwf9u2w17
Bird, MEX, b83bebdb-5416-428d-bb8e-81a9c02c3655, 66, 9185, No update data, 9g3qw9m23ywj
Bird, MEX, 873f40df-774a-4cb8-8202-229c3196cff8, 47, 5688, No update data, 9g3qwb8n1px8
Bird, MEX, b11e39f7-710d-412d-b2f6-b6eb9eb5fe32, 35, 4008, No update data, 9g3qw8y575bg
Bird, MEX, 9abc35a2-76a6-4dcd-b092-4d6cabd59da5, 66, 9185, No update data, 9g3qw8vsdstd
Bird, MEX, 1653c2c7-0b24-454d-9713-89d1383988ea, 43, 5056, No update data, 9g3qw8wsxz9t
Bird, MEX, bf6a8092-c723-433f-b57e-ef629951d70d, 47, 5688, No update data, 9g3qw8v8d2pq
Bird, MEX, 8f375057-3677-4b71-9aab-adec77f2fbe9, 48, 5846, No update data, 9g3qw8rzxmy9
Bird, MEX, c758ca4e-0f21-4ad6-888a-e5311e613970, 87, 12008, No update data, 9g3qw8ucu14r
Bird, MEX, f09054c1-7aa5-4376-9071-b7be958439a6, 20, 1503, No update data, 9g3qw95tsp6k
Bird, MEX, 55fd58a0-8bf8-41bf-a34e-339d349acc64, 64, 8851, No update data, 9g3qwdshn19t
Bird, MEX, 6775c904-1c77-4d68-9e81-809ba0c872ce, 85, 11692, No update data, 9g3qwg0h5xzk
Bird, MEX, 970b4253-cc9a-4b8b-8533-131badf26cc7, 79, 10744, No update data, 9g3qwdu4g3gv
Bird, MEX, 9d14bd3d-d04d-44d4-9db0-b97a3da8633a, 94, 13114, No update data, 9g3qwdu55965
Bird, MEX, 5b098383-823c-4678-a18a-9424240aa6e6, 49, 6346, No update data, 9g3qw93y74bw
Bird, MEX, 9d44c65f-a546-4387-a5b2-0d831c218f44, 51, 6680, No update data, 9g3qw91dvzg2
Bird, MEX, 51d83dbe-8761-4dad-80be-9feab4ffe111, 57, 7268, No update data, 9g3qwd30xmnr
Bird, MEX, 6b313735-d596-48c5-b5e1-8f0bbb1e1627, 52, 6478, No update data, 9g3qwd30jb57
Bird, MEX, 200f6a9c-7759-42a8-9ff5-7c1019ea0d47, 63, 8216, No update data, 9g3qwd37bjjb
Bird, MEX, 503e2afc-be63-4552-aac8-a45f6c560893, 49, 6004, No update data, 9g3qwdczwn1w
Bird, MEX, 86069792-6e27-4e4a-a72c-d697ebfd98c2, 66, 8690, No update data, 9g3qwdczedrn
Bird, MEX, 10d2616f-9fd6-4f41-baef-9365819c2539, 60, 7742, No update data, 9g3qwe6zf8ms
Bird, MEX, 5025c01d-158f-4599-9e08-7a7f318d96ef, 80, 11523, No update data, 9g3qw6qyrv4t
Bird, MEX, b84172a8-9455-409f-a948-d1c79a923c6e, 66, 9185, No update data, 9g3qw6znu5g3
Bird, MEX, aab349f0-ce6c-4700-b22c-39784794bd68, 70, 9322, No update data, 9g3qrnsvbq7w
Bird, MEX, 23d89644-0582-47ab-ab5d-144194fced11, 56, 7110, No update data, 9g3qrn705e16
Bird, MEX, fe066ad5-928e-4cec-a896-2fb77c3b2c79, 36, 4175, No update data, 9g3qrnkkrkng
Bird, MEX, c5ab1fec-28d5-43a9-b4d2-fd63efc1371f, 71, 10020, No update data, 9g3qrnqbdrxg
Bird, MEX, 1dd30c14-902d-400d-9a0e-e06c9a2591e8, 88, 12166, No update data, 9g3qrnqb9qvp
Bird, MEX, b19a1e59-c0d4-4483-a57a-46df3fbaefe0, 92, 13527, No update data, 9g3qrnpzs8u2
Bird, MEX, 9d039618-f9bb-450f-84f3-8c8b65d46642, 85, 11692, No update data, 9g3qrmbj8n8k
Bird, MEX, 2650d842-0a65-41f7-9cde-786c4e54ee48, 84, 12191, No update data, 9g3qrq0nqv08
Bird, MEX, 88f9dd53-9e1d-4e30-a614-2a879cd06398, 100, 14062, No update data, 9g3qrq210d0t
Bird, MEX, 2534be95-c004-44f7-812d-56eca2cf1b4f, 98, 14529, No update data, 9g3qrq210enf
Bird, MEX, 4a6bf1db-bb1f-4219-9a09-2b53812a989e, 85, 12358, No update data, 9g3qrq0qcrm5
Bird, MEX, f4543d4d-55f6-455b-afa7-04deea8a721f, 97, 14362, No update data, 9g3qrmb4bdbx
Bird, MEX, b2cc5fde-4cab-488e-9db9-7e99efb56bbc, 74, 10521, No update data, 9g3qrmb5kyxd
Bird, MEX, 0674d19c-f1a9-43c9-8dcf-670a27af5c61, 19, 1264, No update data, 9g3qrjy3tzuh
Bird, MEX, 95829365-2b67-4487-b9f8-9297da9c5add, 76, 10270, No update data, 9g3qrmb5h2w4
Bird, MEX, 540f24ac-608c-4b8f-8b57-3a9f5a2f48ac, 49, 6004, No update data, 9g3qrmbrr8h1
Bird, MEX, 46f58cb6-2ddd-48a0-8590-f6e0fdb5efbe, 89, 13026, No update data, 9g3qrmb4669c
Bird, MEX, c65db4cc-5502-4bde-a18e-dab1f384ba9e, 91, 12640, No update data, 9g3qrjxpf4uz
Bird, MEX, f523141b-a592-41bb-90f4-598a73914649, 83, 11376, No update data, 9g3qrjz801jq
Bird, MEX, 708056d2-5fdb-4282-8b82-d93ee42b5eec, 75, 10112, No update data, 9g3qrjxp8wqf
Bird, MEX, c9ecd76a-e567-4807-b7e6-f3d8f8066932, 91, 13360, No update data, 9g3qrq0tb58s
Bird, MEX, 2b582ac9-1639-4724-b710-8609b44b991a, 96, 14195, No update data, 9g3qrmb44g54
Bird, MEX, a9aa7491-6853-4dd4-8fd6-79306bcdeda7, 52, 6478, No update data, 9g3qrmb7usu7
Bird, MEX, b8df4af0-b87d-4ad0-8553-0b704652b208, 78, 10586, No update data, 9g3qrmb7k4xc
Bird, MEX, bbccbd2e-3c0e-49a1-a981-01010782a04b, 38, 4509, No update data, 9g3qrjxq8ft5
Bird, MEX, ea1b09ff-7d71-4bed-a59a-4c96d7ad2293, 87, 12008, No update data, 9g3qrmbwtxtf
Bird, MEX, b611fe84-2df1-444f-9682-7b4aa0901864, 54, 6794, No update data, 9g3qrmb06bgp
Bird, MEX, a56a58da-4707-4746-beda-deaf1818496b, 60, 7742, No update data, 9g3qrjwwfcg0
Bird, MEX, 8614de40-02ff-4eb3-973b-9ddb4018ae61, 75, 10112, No update data, 9g3qrmby4u74
Bird, MEX, e5f37027-f52c-46db-a502-53d76065d782, 76, 10270, No update data, 9g3qrmby5usu
Bird, MEX, 14086cb2-dde6-450f-b1cb-6581ab642901, 99, 13904, No update data, 9g3qrjxsuxsk
Bird, MEX, 265e49bb-58ef-41e2-845e-a391477aba41, 96, 13430, No update data, 9g3qrjxsenn2
Bird, MEX, 0cca98cb-85a2-4072-9fd5-d77657c3cbe8, 98, 14529, No update data, 9g3qrq2qqmh3
Bird, MEX, e5bea980-ba2a-43f9-8354-3fa02349f39b, 100, 14062, No update data, 9g3qrq2qv0hx
Bird, MEX, 6ea057df-80e6-4a8b-a710-faa96add2bc8, 37, 4342, No update data, 9g3qrq31czqe
Bird, MEX, fb9507e7-91ec-4d52-888a-b2ef0fe62aa0, 75, 10112, No update data, 9g3qrq343t53
Bird, MEX, a344f099-559d-4851-8a81-a97fe4bdadfc, 29, 3006, No update data, 9g3qrq812tyz
Bird, MEX, 1ccedbad-8286-4690-8a8a-d7f0c651583e, 91, 13360, No update data, 9g3qrmc10x2t
Bird, MEX, 8df797e7-7b0e-48f8-a943-fea682f142f5, 29, 3006, No update data, 9g3qrm8zv4ux
Bird, MEX, 93c9451a-3953-48bc-826b-372713c06ce3, 71, 9480, No update data, 9g3qrq34dygp
Bird, MEX, 4949bb9b-aaf0-40db-834e-375cd0e270bc, 94, 13114, No update data, 9g3qrm8tvd0f
Bird, MEX, 40aa5dfd-5bd3-4289-a5e1-942fd523ef1a, 67, 8848, No update data, 9g3qrq347wzu
Bird, MEX, 674cb033-e034-4a31-ad45-c42915b47412, 91, 13360, No update data, 9g3qrmc11s76
Bird, MEX, 2deda658-907a-4f15-ac75-31743fe2f233, 81, 11690, No update data, 9g3qrmc113v6
Bird, MEX, b0d07e3c-c87c-4787-920f-ae6bf71741a4, 92, 13527, No update data, 9g3qrmc0c5d5
Bird, MEX, 1a39eb17-eb93-4766-b443-56a5fdaad5ce, 97, 13588, No update data, 9g3qrm8ty5r3
Bird, MEX, 1842616a-81b3-463c-a3f4-3fe535202967, 92, 13527, No update data, 9g3qrm8tyy0e
Bird, MEX, aa385822-89b3-4589-9d00-8c6919cf8627, 96, 14195, No update data, 9g3qrq16mkxy
Bird, MEX, c1ff01e1-42c0-4589-8d37-39ab56ab55ef, 45, 5372, No update data, 9g3qrjv2h5dy
Bird, MEX, de2fbc6c-5f01-4157-a464-d39a3a8eaa89, 85, 11692, No update data, 9g3qrq16jzkj
Bird, MEX, 5d43bcac-8152-402a-9b9a-defe6e55d88a, 90, 12482, No update data, 9g3qrq16tbu0
Bird, MEX, a8bfc90c-a9e1-4be1-ab3f-1761a8e9625a, 93, 12956, No update data, 9g3qrm8tw5x3
Bird, MEX, e55c5dda-1fc7-438f-8418-3b156d39c78a, 94, 13861, No update data, 9g3qrm8tw0rm
Bird, MEX, 2f732cc2-7a1b-49ce-97fe-a751bc3de2bb, 94, 13114, No update data, 9g3qrm8twvjd
Bird, MEX, 737a93a5-9124-4651-b889-5877abab4ba5, 71, 10020, No update data, 9g3qrjv24ueh
Bird, MEX, e6c4d263-4245-427e-9d85-6efe15b04482, 96, 14195, No update data, 9g3qrq16qd4x
Bird, MEX, 045605d6-92b1-434f-a6b0-09e19313ca7b, 96, 14195, No update data, 9g3qrq16w94d
Bird, MEX, dcd2749b-a78a-48bd-bbe0-3e42cdc41eba, 99, 13904, No update data, 9g3qrm8vb1v2
Bird, MEX, ae0bb54a-b82e-453f-9e26-d57fdd783a61, 96, 14195, No update data, 9g3qrm8tx6bv
Bird, MEX, f0ccf49a-471a-46c6-aabf-449ead94497c, 72, 10187, No update data, 9g3qrq2vnkh2
Bird, MEX, cf0e3d00-1a1e-4dd8-90df-a2d40d67fb15, 96, 14195, No update data, 9g3qrq16yu8c
Bird, MEX, 237f3063-ae83-4732-8a61-ac730be8ff65, 90, 12482, No update data, 9g3qrm8v8pvk
Bird, MEX, f79031ea-11b9-407c-b4a5-802d8b56c3bb, 43, 5344, No update data, 9g3qrm8tqyvs
Bird, MEX, 62309d2b-6acb-4a61-a4cf-e113a92be1e6, 96, 13430, No update data, 9g3qrm8y1fb2
Bird, MEX, cc13bcea-a99d-4e3a-ad0a-77d722f8b5b5, 99, 14696, No update data, 9g3qrm8vbdnf
Bird, MEX, 77c97dab-b022-42f9-aa58-68cf7685d5b4, 100, 14062, No update data, 9g3qrm8txffm
Bird, MEX, bedbcaf8-9dc5-40ef-a144-544d962ebfa4, 96, 13430, No update data, 9g3qrq16rn7b
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 91, 12640, No update data, 9g3qrm8tx8h5
Bird, MEX, 58be8354-2838-4244-8727-1281fa5e56b3, 96, 14195, No update data, 9g3qrm8vc465
Bird, MEX, 44879c60-713e-4dec-a2cd-5109c1d27414, 97, 14362, No update data, 9g3qrq16x7z5
Bird, MEX, 04a6f288-0cd2-4b54-9783-1cd5a35802ec, 81, 11690, No update data, 9g3qrm8tryd6
Bird, MEX, 35f9cf14-cdb8-4a9f-a3dd-4d064cc4a4f9, 99, 13904, No update data, 9g3qrm8vc282
Bird, MEX, 146617df-7593-4d59-90e1-ef93f831f844, 100, 14062, No update data, 9g3qrm8v8eyg
Bird, MEX, dc045c8a-e31e-48f0-8550-26dc356ba9f3, 71, 10020, No update data, 9g3qrq2vv4hd
Bird, MEX, c44a390e-68ca-4e05-bf0d-d228cc7f1751, 83, 12024, No update data, 9g3qrnwdbx2e
Bird, MEX, ca85b8b8-75e2-4a9e-b988-a70467097da7, 99, 13904, No update data, 9g3qrm8v3p6p
Bird, MEX, e2e406a5-6b9e-4409-aeef-82ad6e8b7618, 97, 13588, No update data, 9g3qrm8vdq9u
Bird, MEX, 8d1d3010-c6c2-48a4-8d28-15293b9306fa, 58, 7426, No update data, 9g3qrjtrbgsg
Bird, MEX, b7a46d17-3aac-427d-b295-676bd13d3a82, 89, 13026, No update data, 9g3qrjwbb48m
Bird, MEX, 25bb3299-c2db-4d35-836e-22aa7c63d68a, 60, 7742, No update data, 9g3qrjtrbs89
Bird, MEX, c89a2bcd-f227-4564-9122-c0841bbbf4a5, 54, 6794, No update data, 9g3qrjtrb6et
Bird, MEX, b3e49636-7ea3-4f6d-ad06-443d74e3f187, 62, 8517, No update data, 9g3qrjtsgmu9
Bird, MEX, a26d3c47-db2b-4712-9433-76b1eb20c05a, 38, 4509, No update data, 9g3qrjtsewp8
Bird, MEX, e42a1443-5975-4735-940a-c73491edc3ad, 78, 11189, No update data, 9g3qrm8shf1k
Bird, MEX, 8f6f297f-4e3a-46b8-93dc-86d8fc58223f, 47, 6012, No update data, 9g3qrjtseqkd
Bird, MEX, 8a0efed6-b9b1-4a26-b1c4-00a35fc33057, 98, 13746, No update data, 9g3qrmc0jr6v
Bird, MEX, 05ce5f02-4e6d-446f-9391-8a5ad81d7628, 49, 6004, No update data, 9g3qrjtr1n3z
Bird, MEX, 0612a75f-6856-4b33-a7de-c3e8d736a0c4, 16, 835, No update data, 9g3qrjuy2gub
Bird, MEX, 1cc4d66b-bfec-4132-9c55-5e7789d75aaa, 94, 13861, No update data, 9g3qrm8dcb82
Bird, MEX, ca400239-ace7-4ba1-80c4-508a80a239c7, 78, 11189, No update data, 9g3qrjxb68sv
Bird, MEX, 9baaa81c-908f-40e9-820c-f1209efec7d3, 91, 13360, No update data, 9g3qrm8dgjb1
Bird, MEX, 67435938-6fcc-4aad-973d-dbfc4af56a67, 90, 13193, No update data, 9g3qrm8ddz70
Bird, MEX, 46984333-cbc5-4cc5-8978-38d92108c3a6, 100, 14863, No update data, 9g3qrm8ddy74
Bird, MEX, 2fb01b85-c513-4f59-9543-4d4f99d95dc0, 94, 13861, No update data, 9g3qrm8d7n84
Bird, MEX, ee09ef0e-723f-431c-830c-fb46ea253a64, 98, 14529, No update data, 9g3qrm8d6uen
Bird, MEX, d7caaaa5-e933-4847-91d0-1f8689c0c779, 87, 12692, No update data, 9g3qrm8dk8h3
Bird, MEX, c73e8709-e74f-41a9-b6a7-fcdeeaf67de2, 98, 14529, No update data, 9g3qrm89uvc3
Bird, MEX, 04f4084d-9625-4202-ad41-f8d753a3be4f, 56, 7110, No update data, 9g3qrjszvx2g
Bird, MEX, b42f1d61-f516-4e68-9c37-f41ec965e087, 85, 12358, No update data, 9g3qrmcv1rtr
Bird, MEX, 9ed88c6e-7ab8-4ef2-8fb8-107c1deca27a, 62, 8058, No update data, 9g3qrjrmg5w7
Bird, MEX, 6137e6f0-1f6b-40fe-8e79-7b2b3c5ca16b, 97, 13588, No update data, 9g3qrmc95kss
Bird, MEX, da40ebf7-651f-46d7-b32d-c9d64213c45b, 97, 13588, No update data, 9g3qrmc956hs
Bird, MEX, 7dd98ff5-1cdd-4e0d-ab6b-c7d63250b65c, 94, 13861, No update data, 9g3qrmc9hsh2
Bird, MEX, 07f8f086-6582-41c7-907a-457cb8421770, 49, 6004, No update data, 9g3qrq8erff7
Bird, MEX, 239cd58d-4460-4ac0-91dc-2632951e2986, 91, 13360, No update data, 9g3qrmcvebsz
Bird, MEX, b2b1ad21-28f2-425b-9c7a-6d332124eb55, 47, 5688, No update data, 9g3qrjqttr68
Bird, MEX, 71555ae0-7c24-44e4-934d-b196a7b199e7, 80, 10902, No update data, 9g3qrjrm7vh8
Bird, MEX, 63aa6520-bf0a-45ea-bcf5-9865a15c3dcd, 94, 13114, No update data, 9g3qrmc87usy
Bird, MEX, 841068f2-7d6b-4715-aa30-b5e553a7955b, 93, 13694, No update data, 9g3qrm884w2p
Bird, MEX, 3827cc74-f39e-42a2-809e-c0229d8db00f, 71, 10020, No update data, 9g3qrmc8vr4c
Bird, MEX, f0e5f4c7-959c-4b62-94d9-b2e71a7a09df, 80, 11523, No update data, 9g3qrm884s85
Bird, MEX, 5d85c395-a2c3-4e49-9414-4f68f23bfb2e, 39, 4676, No update data, 9g3qrmc8szxd
Bird, MEX, 326c91e2-0620-463b-b366-bab95ba9dfb7, 100, 14863, No update data, 9g3qrmc8tqfy
Bird, MEX, da8a1841-ee20-4041-9751-72895efd5c8b, 99, 13904, No update data, 9g3qrm2xfphb
Bird, MEX, 5d8e364f-ed6b-48a9-bea7-b90df1aba21c, 97, 14362, No update data, 9g3qrmc8vdjf
Bird, MEX, cdde521f-5c44-4795-b022-2a2f73a4c904, 93, 13694, No update data, 9g3qrm884c5n
Bird, MEX, 4704be31-aaad-4f98-b85e-eadb679391b2, 93, 12956, No update data, 9g3qrm88hn4v
Bird, MEX, f634b558-181e-4f19-ac1d-4bd2fccad0bf, 93, 13694, No update data, 9g3qrm2xftv1
Bird, MEX, a18a1ba0-e569-49fe-934f-f7eb73e1253c, 97, 14362, No update data, 9g3qrm2rq4x2
Bird, MEX, 8ef867d2-86d6-4d21-b11a-4e404813f033, 94, 13861, No update data, 9g3qrm2xfue1
Bird, MEX, 4619c173-46a9-4879-80d6-39af7418e3b4, 90, 13193, No update data, 9g3qrm2xghw3
Bird, MEX, 715d07cc-dd0c-4c9f-8e08-832f6f12da06, 99, 14696, No update data, 9g3qrm2rrvfq
Bird, MEX, ce9c9e88-29db-4ea7-909f-4e240580ff64, 91, 13360, No update data, 9g3qrmc8yubg
Bird, MEX, e7ee2eaa-69e6-40ae-be29-101ab65530c0, 98, 14529, No update data, 9g3qrm2xdzgh
Bird, MEX, 7ff18de2-31f8-4ddf-934e-182cbc1de2fc, 90, 13193, No update data, 9g3qrm2xdzgh
Bird, MEX, 68c1c7fb-9e43-44bf-8ae8-8901c2c758da, 98, 14529, No update data, 9g3qrmc8yfjd
Bird, MEX, 1d195da3-bb77-43e5-b3c7-0f9a12380fdb, 83, 12024, No update data, 9g3qrm2xdwj0
Bird, MEX, a9da17f1-955f-46ec-96a0-3ffe2ef3ff6d, 67, 8848, No update data, 9g3qrnxyuvx8
Bird, MEX, 68546939-c4a5-4d72-8fbf-b530a41080d0, 98, 14529, No update data, 9g3qrm2xd31c
Bird, MEX, dd6cc0ae-ba87-40d5-a6b6-7d51e69e4e11, 98, 14529, No update data, 9g3qrm2x29yu
Bird, MEX, 11676849-fa45-46d7-b9c6-00b7af2a96f8, 98, 14529, No update data, 9g3qrm2x6x2p
Bird, MEX, baf7e912-841b-40cd-a505-13a330771c51, 99, 14696, No update data, 9g3qrm2x3u2k
Bird, MEX, 40a2a766-b004-473f-882c-8f11369f90f4, 97, 14362, No update data, 9g3qrm2x6x0j
Bird, MEX, 0db7f291-2ffe-4fb7-9804-77ddea61835b, 99, 14696, No update data, 9g3qrm2x6z7p
Bird, MEX, 49f55f76-a273-425a-810d-170f67419423, 98, 14529, No update data, 9g3qrm2x3bbr
Bird, MEX, fcb2fdf4-9264-4626-be34-b7196409c2b2, 98, 14529, No update data, 9g3qrmfpbg7f
Bird, MEX, 59b7f5e1-3272-448c-a687-2c6df93ea390, 96, 14195, No update data, 9g3qrmfpcn45
Bird, MEX, 20e7295e-8b68-4b15-8fc9-5302d90f52d1, 99, 14696, No update data, 9g3qrm2x1mt1
Bird, MEX, 4b3ad5bf-564e-492f-979a-7286f89b6f18, 98, 13746, No update data, 9g3qrq401ubq
Bird, MEX, dae2bf00-b80f-4e59-a803-cdd0583a822e, 51, 6320, No update data, 9g3qrq8u6804
Bird, MEX, 17c0842b-275f-474f-b3c3-3b05474c97e4, 99, 13904, No update data, 9g3qrq94s154
Bird, MEX, 327c66b1-d0f1-401e-a69d-1c0469db2d3a, 100, 14062, No update data, 9g3qrq404d2n
Bird, MEX, b30c55bf-76c7-41ae-a5e8-e5a7651173a1, 83, 11376, No update data, 9g3qrq94mbh4
Bird, MEX, 9540a50d-13e6-4b8c-af9c-764a8eb5339f, 51, 6320, No update data, 9g3qrq94mnse
Bird, MEX, ff253764-0512-44ba-84eb-299d2b6d5486, 83, 11376, No update data, 9g3qrq8u75uh
Bird, MEX, 9f1b065e-3c51-4d61-a3a9-0794da215166, 98, 13746, No update data, 9g3qrq405j84
Bird, MEX, 06f17b17-5d6b-4ce0-8383-07b49ec2971e, 100, 14062, No update data, 9g3qrq8p2jvr
Bird, MEX, 5d0f88c9-8de8-469d-9528-844cb1129d17, 97, 14362, No update data, 9g3qrq94t26y
Bird, MEX, e1b07d7f-18f3-4923-b29a-215a2ccfb4cd, 98, 13746, No update data, 9g3qrnxzwdfw
Bird, MEX, 450aa186-d688-46e6-98fd-0da18c36637a, 98, 13746, No update data, 9g3qrq8p8b5u
Bird, MEX, 3af74e51-7702-4863-b83a-51c38cc17f5f, 87, 12008, No update data, 9g3qrq8udet4
Bird, MEX, 6e7a094b-ea05-46e1-b603-32b9886a342a, 98, 13746, No update data, 9g3qrmfpgxzz
Bird, MEX, 5f81f73a-286d-4d4d-bf2f-86c0e7eb1d51, 99, 13904, No update data, 9g3qrnxzxtkj
Bird, MEX, 655f686f-40c8-4131-80e9-fd464672b033, 99, 13904, No update data, 9g3qrmfpgdpf
Bird, MEX, 3b1c95d0-8d40-4b73-8f2d-8369eb2b0d10, 100, 14062, No update data, 9g3qrnxzy13p
Bird, MEX, 22616b61-7937-4d4b-ac63-0456ebd220e2, 100, 14062, No update data, 9g3qrnxzxwk5
Bird, MEX, cd6d60f8-065d-4d45-85d8-b6938fd23b24, 75, 10112, No update data, 9g3qrq94qz8b
Bird, MEX, 830fa329-4218-4716-8965-c3a7c9684613, 100, 14062, No update data, 9g3qrnxzz15v
Bird, MEX, c71885da-65ec-4c3f-9734-c75b4ef533d7, 94, 13861, No update data, 9g3qrq94wdfw
Bird, MEX, c214602d-d67c-4b09-ba99-34b2d47493b0, 100, 14062, No update data, 9g3qrq94wf8u
Bird, MEX, 95257ab4-d2e1-49a3-93d6-1f0c9967c318, 100, 14062, No update data, 9g3qrq8pb10m
Bird, MEX, 7930a9d1-e57f-4994-8e93-e1f4d3c854ce, 99, 13904, No update data, 9g3qrnxzzqph
Bird, MEX, 4deed44e-b831-47d5-b4c8-3e2dc8e7ec76, 98, 13746, No update data, 9g3qrnzbnct9
Bird, MEX, 620f49a6-c72c-4e49-942e-2743eade2002, 100, 14062, No update data, 9g3qrq8pcjd0
Bird, MEX, 890d4dac-c1da-489d-b3a9-6961756c31f2, 73, 10354, No update data, 9g3qrqb00023
Bird, MEX, b728f775-67c9-4126-9d34-f5705ee759e7, 58, 7426, No update data, 9g3qrq8v5505
Bird, MEX, c249d50c-47e3-451a-9a88-4c30bdcc4095, 60, 7742, No update data, 9g3qrq8v54y3
Bird, MEX, 7d3cd100-1bdd-4617-8a0e-105648e25857, 65, 9018, No update data, 9g3qrq40j9jy
Bird, MEX, 4f72794a-0bbf-4d61-85c8-50052f42ea5d, 99, 13904, No update data, 9g3qrqb01mbk
Bird, MEX, 749a2ff8-0eb2-4e53-87f8-c4bac3c4f576, 98, 14529, No update data, 9g3qrm932jj2
Bird, MEX, 96fd2625-85e9-4af6-849f-4484e7ce95f7, 96, 13430, No update data, 9g3qrm932kew
Bird, MEX, acb3e8a0-221d-4547-8a46-c716a4999270, 96, 14195, No update data, 9g3qrm939327
Bird, MEX, 67157ac8-da82-4e6d-ac5e-c3c512d214b6, 98, 14529, No update data, 9g3qrm93d31c
Bird, MEX, e92f9955-c000-4696-8e8c-d7d85d184a8d, 94, 13861, No update data, 9g3qrm931q0m
Bird, MEX, 5b01e6ac-57cf-4b5a-b862-1791418fb387, 74, 9954, No update data, 9g3qrnh04phe
Bird, MEX, 633eb78f-249c-47e4-917a-55e5e9aad39f, 78, 10586, No update data, 9g3qrm25smn4
Bird, MEX, e959d710-cddc-44cc-8873-8e3f80f56718, 80, 10902, No update data, 9g3qrm252beu
Bird, MEX, c21c34c1-2b6b-4aea-b8a6-9d799d99af38, 71, 10020, No update data, 9g3qrq9k0med
Bird, MEX, 10f987de-cd02-40c6-93cd-1cbac04e129c, 88, 12166, No update data, 9g3qrjq5mr4t
Bird, MEX, 3f34a2c1-1dd3-4bb8-92d6-c407edfb7aaf, 98, 14529, No update data, 9g3qrm9fg9pu
Bird, MEX, 3a117581-5129-4dd7-99fc-82c24d28913d, 99, 13904, No update data, 9g3qrm9fg8zf
Bird, MEX, d2c55b4d-606f-4178-b9c6-8e87c01a8f44, 100, 14062, No update data, 9g3qrm9fu4gp
Bird, MEX, c532dd7d-b885-4063-9a74-e2248b973b1e, 98, 14529, No update data, 9g3qrm9fuky5
Bird, MEX, d53cdc1f-f9ab-4f42-bb0d-11e77ed265e4, 100, 14062, No update data, 9g3qrm9fu0g4
Bird, MEX, b6d48655-113a-4fe3-836d-8f1b0f48cc23, 100, 14062, No update data, 9g3qrm9fu0e0
Bird, MEX, 77268213-deb2-4e30-97c9-44fc8f30a580, 99, 14696, No update data, 9g3qrm9fu05n
Bird, MEX, 3bf172d1-0a95-4f2d-abc3-d869b8dcae3b, 100, 14062, No update data, 9g3qrmfwc68q
Bird, MEX, c5c94c44-4769-4907-9ace-5f0ac2214ea4, 99, 14696, No update data, 9g3qrm9fu6q5
Bird, MEX, f5bb2c98-ad19-4529-836c-e787ae9db10b, 79, 11356, No update data, 9g3qrmfx1ted
Bird, MEX, c5c55843-5efd-41a5-bb9e-86946664f52f, 78, 11189, No update data, 9g3qrmfx3vn8
Bird, MEX, dd263f9b-e826-40e8-95ce-ec046bfda15e, 82, 11857, No update data, 9g3qrmfx3fnx
Bird, MEX, b60d6668-80e3-47ba-91e7-b8b1179755f2, 97, 13588, No update data, 9g3qrmfwcc0k
