Bird, MEX, 3fc8ac56-09dd-436a-a87b-ce7baa509d26, 90, 13193, No update data, 9g3qx2sh995s
Bird, MEX, 9ea8352a-9437-42df-a1bd-85883d2379e1, 74, 10521, No update data, 9g3qrrk0xbf3
Bird, MEX, ead8075d-4d61-4033-97fd-63f66016eea3, 80, 11523, No update data, 9g3qrrrnz33p
Bird, MEX, 0f4f09c8-05c3-476d-92d2-7953abfe233e, 30, 3173, No update data, 9g3qx0qbh6y4
Bird, MEX, 8a353b43-cbc2-4ddc-b909-80443ed1bced, 76, 10270, No update data, 9g3qx92gh0eq
Bird, MEX, 8b60fa4a-6f3b-45ea-bbb6-52aee5a4d3d2, 76, 10270, No update data, 9g3qx89vjtbn
Bird, MEX, 7802a6aa-4737-4323-b62a-a2dfceffc097, 38, 4509, No update data, 9g3qx3fe4ev4
Bird, MEX, e3373e0b-31f8-433f-b042-36365542557a, 47, 5688, No update data, 9g3qx0qsyj94
Bird, MEX, c4d34326-f9c4-43b0-8a22-21c8b1e77520, 64, 8374, No update data, 9g3qrrkbnhxm
Bird, MEX, d83c4abb-9b90-43eb-8564-fa6e7b1d7f39, 80, 10902, No update data, 9g3qrrhrc6tr
Bird, MEX, 6488434d-7087-4a68-ab67-e44ab3507857, 78, 11189, No update data, 9g3qrrqe0vk1
Bird, MEX, 7f87d781-94e9-434a-9d97-239975176780, 96, 13430, No update data, 9g3qrrhzuyps
Bird, MEX, b26c9cf9-b280-4dc0-87d4-8a32bf3dde58, 70, 9853, No update data, 9g3qrrq1gyky
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 94, 13114, No update data, 9g3qrrhzvtw0
Bird, MEX, 8f61a6b5-7d1b-4886-9373-fe2459fe4da4, 94, 13114, No update data, 9g3qrr5zry63
Bird, MEX, 0b4d2eaf-0de9-45b8-a36a-043a227d1c6b, 79, 11356, No update data, 9g3qrr8hp2xh
Bird, MEX, 2f57dc53-a633-49bc-b255-33823719e1de, 52, 6847, No update data, 9g3qrr6be403
Bird, MEX, 0215f64e-4681-436f-bccb-7350602c02b4, 83, 12024, No update data, 9g3qrrjpkpg5
Bird, MEX, e6a03979-4e38-456b-94a6-81a52cf78b84, 92, 12798, No update data, 9g3qx0negqkx
Bird, MEX, 87a6dffc-da71-443b-ba76-8ed11469aac2, 88, 12166, No update data, 9g3qx0nsu6y0
Bird, MEX, b55458eb-87bb-44bd-9d2b-2b7d14aa06ff, 84, 12191, No update data, 9g3qrpyx9e73
Bird, MEX, 683b932a-0d00-4706-a621-ea4bfa7b5a62, 70, 9853, No update data, 9g3qrpyxhjdu
Bird, MEX, 19ff8a79-71c2-42f0-b7e1-dbef44dd3e71, 87, 12008, No update data, 9g3qrpywwn3j
Bird, MEX, d9cea50f-4912-47c9-89f0-48718c7de449, 91, 12640, No update data, 9g3qrpywheu2
Bird, MEX, 8415de75-f444-4bba-b6cf-f8d8983e503a, 26, 2505, No update data, 9g3qrpyq6qrf
Bird, MEX, d37ccbe6-73a5-4399-a027-0bd5c7c634af, 48, 6179, No update data, 9g3qrpymcqb1
Bird, MEX, 5d1de4ea-eae3-41f0-a209-14bb63d0c4f5, 55, 7348, No update data, 9g3qrpynm8mv
Bird, MEX, 5c85030c-60ae-497e-a57a-630edb0632b3, 47, 6012, No update data, 9g3qrpy688b9
Bird, MEX, 085ebfe7-a119-4924-a787-dd6ea2e3c267, 34, 3841, No update data, 9g3qx0hb0nv7
Bird, MEX, 1392878c-59c2-4b8f-9bb4-0029518955e4, 45, 5372, No update data, 9g3qrpqz0tbt
Bird, MEX, e1f90789-00d2-4c3f-b25e-9559f33b7f32, 21, 1670, No update data, 9g3qrr2rzr8y
Bird, MEX, 2dbf15c1-b790-4df8-8fe2-e0717cda8d6c, 36, 4175, No update data, 9g3qrpmd96m5
Bird, MEX, b30d88ef-6034-4fe9-b973-cbe0c3581df2, 78, 10586, No update data, 9g3qrpksu33p
Bird, MEX, 3c0f16a9-8399-49cc-a11b-738787407c7b, 80, 11523, No update data, 9g3qrr2trb6m
Bird, MEX, 2588f433-b83d-4fd1-bfca-c1bc42cf55c4, 24, 2171, No update data, 9g3qrpkkz3qz
Bird, MEX, 7e2f49bf-5b2d-4fe4-8353-686633d00891, 64, 8851, No update data, 9g3qrpkkz2qb
Bird, MEX, 79927805-d1d6-420f-adcb-b527863dd1f9, 75, 10112, No update data, 9g3qrpkkxqwy
Bird, MEX, df8adb99-4069-45a0-a668-d5c9b92abc45, 62, 8058, No update data, 9g3qrr2dsppb
Bird, MEX, 488ba3ce-9054-4d21-972a-bdcc08639d4e, 70, 9322, No update data, 9g3qrpe6umc5
Bird, MEX, ce469a65-c363-4f36-b8c8-c1b3da8989f1, 79, 10744, No update data, 9g3qrr29ucz9
Bird, MEX, 000ac770-8be0-4d28-9895-b8ac7c65f2cd, 38, 4509, No update data, 9g3qrr29sy3k
Bird, MEX, 0af42e28-c95a-47d1-b277-193228842e21, 72, 10187, No update data, 9g3qrr29sfzw
Bird, MEX, b6fdf372-2982-43a3-9676-2936d73ff2e8, 75, 10688, No update data, 9g3qrr29sfp9
Bird, MEX, 4de85dfb-182d-4819-9fdb-154e40aa57c0, 84, 12191, No update data, 9g3qrr29sbc3
Bird, MEX, babf7dc6-b390-4ba7-a0dd-027dbc37a9f1, 46, 5845, No update data, 9g3qrppttput
Bird, MEX, 4d5bcbbb-34c6-4efd-8f41-60208765087f, 96, 13430, No update data, 9g3qrpptkz1r
Bird, MEX, 18b16be7-99bd-46bb-bef2-1c04d3058e58, 60, 8183, No update data, 9g3qrpngchfh
Bird, MEX, dbbc009a-cd90-44f9-9865-03d06c52782b, 33, 3674, No update data, 9g3qrpj7thhq
Bird, MEX, bb6eb487-9f11-43ff-8a93-8cd12ed0071d, 47, 5688, No update data, 9g3qrppenfjt
Bird, MEX, 41e2f260-8e3b-4aa3-af7e-1a920f248667, 17, 1002, No update data, 9g3qrr1pg8pz
Bird, MEX, 120149a3-5c1d-4722-b51b-968dc9a77e34, 28, 2686, No update data, 9g3qx15bnvme
Bird, MEX, f183556e-9102-42ad-9009-b8db86a48241, 71, 10020, No update data, 9g3qrpp8hkn1
Bird, MEX, 7899d631-2406-4e8f-a750-1257ffd1ba80, 46, 5530, No update data, 9g3qrr61b9yc
Bird, MEX, ec38ad86-709b-45de-a992-f777a12b9c87, 93, 12956, No update data, 9g3qrnzxghyk
Bird, MEX, 7a244aa2-c9d2-4e3d-9807-2434242c2bb6, 98, 13746, No update data, 9g3qrppb1gne
Bird, MEX, 7be9b3d7-2bf4-4edc-bfe8-1256630c4f2e, 92, 13527, No update data, 9g3qrnzppqx0
Bird, MEX, c9178600-8af2-49bd-8cd1-d26c0ae78a81, 93, 13694, No update data, 9g3qrnzpnhr7
Bird, MEX, e28e5f8b-ef27-4a72-9c82-7016cff36198, 93, 13694, No update data, 9g3qrnzpnfv9
Bird, MEX, fedbd6af-5e30-4068-9cc8-2a9b5e6b0314, 93, 13694, No update data, 9g3qrnzpnfmx
Bird, MEX, a3ac816e-a621-426f-a7ba-66e49b8fdab4, 91, 13360, No update data, 9g3qrnzpncbe
Bird, MEX, 99fdab51-86ed-4bb4-b6a9-44416993bf11, 93, 13694, No update data, 9g3qrnzpnct9
Bird, MEX, a2982441-b1bc-4083-839c-67ea232c58dc, 96, 13430, No update data, 9g3qrnznyprk
Bird, MEX, 254632cd-9e73-4aba-b871-115c9e6687df, 93, 13694, No update data, 9g3qrnznvzh4
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 92, 13527, No update data, 9g3qrnznvsvu
Bird, MEX, e3b38db3-ee5a-4bc4-bff6-16b39874da5d, 92, 13527, No update data, 9g3qrnznyhzk
Bird, MEX, 40ccd43c-02af-432b-9d93-9ce4af3e509f, 93, 13694, No update data, 9g3qrnznzt4b
Bird, MEX, 8262909f-1c47-453d-b8c9-def4ae2c4816, 90, 13193, No update data, 9g3qrnzny01p
Bird, MEX, 3dfb063a-4efd-44b5-b575-b65b257c8362, 47, 6012, No update data, 9g3qx0gnnh2v
Bird, MEX, 516c1e97-771f-4e3e-b197-7089d4a5452c, 93, 13694, No update data, 9g3qrnyv6qzv
Bird, MEX, aa618b30-1be8-4bd0-aada-3993d0139900, 92, 13527, No update data, 9g3qrnyv6tuz
Bird, MEX, d584fcd2-bc82-46d9-9e62-ff5b6a9f7c3a, 82, 11857, No update data, 9g3qrnyv77u9
Bird, MEX, 62144415-78f8-40ee-8970-d168548ff070, 57, 7268, No update data, 9g3qrnyvkfxd
Bird, MEX, 688c1aeb-132a-429e-8525-79f37a2a7e43, 39, 4676, No update data, 9g3qrnyvk3cn
Bird, MEX, e2771f98-dfba-479e-b3a9-36a8fcf50f72, 40, 4843, No update data, 9g3qrnyvjrf8
Bird, MEX, ad88cf82-c03f-43af-9684-82c091df4cd5, 38, 4509, No update data, 9g3qrnyvhqc4
Bird, MEX, bfa30461-7314-46a9-b712-f57022ad5055, 39, 4676, No update data, 9g3qrnyvhtum
Bird, MEX, d823e16b-1506-4abe-9ed1-3c25c5928fe6, 17, 1002, No update data, 9g3qrnyu9n65
Bird, MEX, 91806657-771f-4d6e-a571-9dbd2d59f9ec, 80, 10902, No update data, 9g3qrnvgrh5g
Bird, MEX, 3796c596-2fbf-4c30-8924-e8f3e4f4cfb5, 60, 8183, No update data, 9g3qrr4k39es
Bird, MEX, 2ed0af24-de00-4390-88a1-12879d76aa94, 64, 8374, No update data, 9g3qrr4tg083
Bird, MEX, 4cde9e3e-b64a-420a-bf6f-7e4be9ef2a64, 63, 8684, No update data, 9g3qrny8v34t
Bird, MEX, 5dccba45-d357-445f-8270-14a08dd12579, 57, 7682, No update data, 9g3qrr4s0xqy
Bird, MEX, 686c1a51-3e66-4c07-8c6e-38d5946b4a66, 49, 6346, No update data, 9g3qrny0s4fy
Bird, MEX, 98fdef63-c833-4ef7-b872-5cff4be4f34b, 96, 13430, No update data, 9g3qrr4v2t09
Bird, MEX, ac966d93-9b45-40e4-ac81-b5e5e5f6a588, 54, 7181, No update data, 9g3qx149867k
Bird, MEX, d1716045-ef5a-42bd-a380-e9c5342668db, 91, 13360, No update data, 9g3qrr4v12bq
Bird, MEX, 697b1faa-17c7-4da9-9222-feaa21fb4dcd, 69, 9686, No update data, 9g3qrr4vy7h3
Bird, MEX, 3a18eb2d-7dd8-4565-8646-4b4da6027b61, 94, 13114, No update data, 9g3qrnwrr2rh
Bird, MEX, 7116cd25-0d2c-40b2-8522-bab583aaf158, 93, 12956, No update data, 9g3qrnwrprrn
Bird, MEX, 9dab06be-7f0f-40ce-9b35-930611fb8806, 78, 11189, No update data, 9g3qrnzbjphs
Bird, MEX, c70fc037-3e36-482b-82db-52eb01ffd9e5, 91, 13360, No update data, 9g3qrnzbjfkp
Bird, MEX, afadba1e-c338-4360-9180-1455dc2eadc1, 92, 13527, No update data, 9g3qrnxzyd4e
Bird, MEX, 3c11b22e-6d2b-4b0e-a0d9-181557dde2ed, 92, 13527, No update data, 9g3qrnxzyd4e
Bird, MEX, 90af598f-23a9-46ba-81a7-c4cc2954a0ef, 94, 13861, No update data, 9g3qrnxzyc2x
Bird, MEX, 4b3e657b-e894-4e3e-a29c-dd690a11c8e8, 81, 11690, No update data, 9g3qrnxzybve
Bird, MEX, a48ffbde-6e8c-4b27-9ea0-4b19a6124729, 40, 4843, No update data, 9g3qrnxztjhs
Bird, MEX, 6b6e5802-5c48-4fc5-bd29-4a54741206a9, 93, 13694, No update data, 9g3qrnxzwqsm
Bird, MEX, 52bc7059-d61c-4869-891c-fc1d1dcc0871, 87, 12692, No update data, 9g3qrnxzwqsm
Bird, MEX, 27a4013d-1009-4383-8a5c-2b1a7f2e3eaa, 92, 13527, No update data, 9g3qrnxzwut8
Bird, MEX, a6e9fbbf-a584-4a6a-b8e2-29db10e3f3b0, 72, 9638, No update data, 9g3qrq8pdm1u
Bird, MEX, bc95b9b5-41c7-44d4-ad12-b19bb6b4e9ca, 87, 12692, No update data, 9g3qrnxznnx2
Bird, MEX, 68169830-21d2-4bda-9cc7-63190cd89269, 89, 13026, No update data, 9g3qrnwq5kst
Bird, MEX, 23cfb211-4cda-4129-883d-5ee53286b5dd, 43, 5344, No update data, 9g3qrr483t59
Bird, MEX, 1162db80-7d70-4243-bcf3-936959a000e1, 87, 12692, No update data, 9g3qrr5q631b
Bird, MEX, 19a54c25-f412-4dfe-8b7d-36e6e326d48f, 72, 10187, No update data, 9g3qrnszn53j
Bird, MEX, 9b17051a-818b-411a-accc-852b17982d8d, 17, 1002, No update data, 9g3qrnsyyjx0
Bird, MEX, 573b30db-909a-4fda-a3b5-46c3035c47ac, 21, 1670, No update data, 9g3qrq8q8mex
Bird, MEX, a1f4a197-5998-4af9-a763-b027e42ad8af, 40, 4843, No update data, 9g3qrr5qhfpw
Bird, MEX, 34b9bc53-5b4d-4f8b-85f5-596689b76482, 39, 4676, No update data, 9g3qrnxhknrc
Bird, MEX, 70369378-f3e8-47a2-9bac-741785b172ad, 17, 1002, No update data, 9g3qrnsrh6c1
Bird, MEX, 1aebfc24-e914-45c0-a029-8896fc9c95c8, 70, 9853, No update data, 9g3qrnswn1c5
Bird, MEX, 92b861e1-1f37-44b9-a6e4-c131669401be, 81, 11060, No update data, 9g3qrq9ny0z7
Bird, MEX, 57d39e9e-283f-48a7-9203-8442d3b31d04, 62, 6018, No update data, 9g3qrr5zj5kt
Bird, MEX, 34dc427f-2724-46fd-9bfe-464b0b0035ee, 69, 9686, No update data, 9g3qrqgp5jw7
Bird, MEX, f6ede19d-5306-4224-81de-c8f7fb85a0bb, 49, 6004, No update data, 9g3qrqfeg7kd
Bird, MEX, 057f8a73-26f8-48b1-a7d2-cc2876558777, 61, 7900, No update data, 9g3qrr5yn7h7
Bird, MEX, 00e2fa37-965e-4d06-b7f1-585fe86a9de1, 67, 9352, No update data, 9g3qrnt69kjn
Bird, MEX, d00026bf-02c6-4516-8f3b-81c8ebc7434f, 48, 5846, No update data, 9g3qx14p3egh
Bird, MEX, 7f16a8dd-77cf-4f47-be9d-d2b915edb004, 61, 8350, No update data, 9g3qrq8ey2hr
Bird, MEX, ab55a202-d92b-4ba4-b6e1-57c4dbeaa3e7, 94, 13114, No update data, 9g3qrq8gby7y
Bird, MEX, 37aac7af-60ad-4bb6-b24b-194a247d2282, 57, 7268, No update data, 9g3qrnt9seuk
Bird, MEX, 8a3bae0f-e70f-4b9b-b7ee-dd64398c91ae, 19, 1336, No update data, 9g3qx8mg1jr6
Bird, MEX, 016169ca-87fc-4266-a417-0648ae48d251, 70, 9322, No update data, 9g3qx8mg386w
Bird, MEX, f115a284-baad-4c16-964e-a9b39465dc89, 60, 8183, No update data, 9g3qx8qtq4yt
Bird, MEX, 148956ad-d72b-428d-865c-88fb06ab427a, 26, 2370, No update data, 9g3qx8sczy4w
Bird, MEX, c0d3b6e2-77b1-499a-918c-5424b1f8380a, 46, 5845, No update data, 9g3qx8sfr3rk
Bird, MEX, 04a1215e-fe5b-46fb-a96a-fa20687dbdd3, 92, 12798, No update data, 9g3qx8t503fv
Bird, MEX, 791ef0fd-daec-4e8b-b53d-b9a4a71cac69, 69, 9686, No update data, 9g3qx8sfehbe
Bird, MEX, f04494f4-59db-4f99-9e45-ac26c79a9a45, 94, 13861, No update data, 9g3qx8sgugnd
Bird, MEX, 5f2221a6-ce04-4340-99da-40e618bce8eb, 76, 10270, No update data, 9g3qx8sgur8r
Bird, MEX, 4b045bd0-c01c-40ac-b6b9-9a61ef6d3767, 92, 13527, No update data, 9g3qx8suh0em
Bird, MEX, d302be38-fdff-4efe-baeb-9b1e7f4e4cfb, 79, 10744, No update data, 9g3qx8wvhsex
Bird, MEX, fb440229-33c3-4b36-a424-faddc8a4df7d, 88, 12166, No update data, 9g3qx8rfytrb
Bird, MEX, e04c1988-c96c-4b1f-95a7-4c054e77c607, 84, 11534, No update data, 9g3qrxgyzbzs
Bird, MEX, 8a9ca3a2-4b73-491f-a635-c4acc14351d9, 58, 7849, No update data, 9g3qrxgyzbr8
Bird, MEX, ed546bbb-0124-49ab-8806-92628e544978, 84, 11534, No update data, 9g3qrxgyxydw
Bird, MEX, 95f8f17b-2129-47a9-ba83-ba9bacf3c7af, 69, 9686, No update data, 9g3qrxgyxshr
Bird, MEX, dbab25a0-13ed-4eda-a044-bd5b6a177dc4, 79, 10744, No update data, 9g3qrxgyru6w
Bird, MEX, 009c0845-805a-4306-9634-9eabb53185d8, 76, 10855, No update data, 9g3qrxgywyn5
Bird, MEX, b7e61a47-c970-4cb2-8fea-fd7e0e5b1da3, 94, 13114, No update data, 9g3qrxgyy516
Bird, MEX, ca246428-6107-42dd-b25a-e90c7f1cfece, 83, 11376, No update data, 9g3qxb242csm
Bird, MEX, bafd3dc0-89a9-43ad-8a99-86734e5d9efa, 78, 11189, No update data, 9g3qrxshygn1
Bird, MEX, 3ff848c3-60ca-49f7-89ad-7d791a133766, 63, 8216, No update data, 9g3qx8z5yepg
Bird, MEX, 096e35db-d5af-4434-a761-255b80760745, 80, 10902, No update data, 9g3qx8e4ghn8
Bird, MEX, 0841b713-879f-4714-9595-70d621b17a78, 82, 11218, No update data, 9g3qrxfzmt2h
Bird, MEX, dc2f9658-a408-4ce7-b4ea-9dbb89231f5d, 42, 5177, No update data, 9g3qx8gc89ph
Bird, MEX, 3b1e5f34-ca8e-4444-965a-c1f9cfdae688, 37, 4342, No update data, 9g3qx8e48bu4
Bird, MEX, 8c38d0da-b1e3-44c4-a44c-17c512771a86, 44, 5511, No update data, 9g3qx8dfpv48
Bird, MEX, af55b129-f7ec-4ddd-b33b-2ffc963a21dc, 53, 7014, No update data, 9g3qx8dfx05n
Bird, MEX, bfbea33c-63bd-45a2-96be-89b7736365c9, 52, 6478, No update data, 9g3qx86d2k4v
Bird, MEX, 15d9defc-ca6e-4a25-9e86-ec875b177ae2, 72, 9638, No update data, 9g3qx8gg8x9j
Bird, MEX, 0a4972ae-6894-4cb5-ac11-7caced758c98, 45, 5372, No update data, 9g3qx8uqd9jm
Bird, MEX, cdd1b4d6-0ca1-4d8d-999c-3d8afb3b197e, 83, 12024, No update data, 9g3qx8zrx3c2
Bird, MEX, da336173-5b5c-4802-9c4c-708bc7b31b63, 48, 6179, No update data, 9g3qx8dz63rh
Bird, MEX, 0dd5f0ca-cd5b-4d6e-b414-bd898861243e, 62, 8517, No update data, 9g3qx860s6br
Bird, MEX, a76563c5-d3cc-4288-9a78-d2aaa2ff3a90, 53, 7014, No update data, 9g3qx8dxnqk8
Bird, MEX, 739853a3-1612-40e7-97c5-da195f02078e, 29, 3006, No update data, 9g3qx8604mzn
Bird, MEX, b9e09ce7-9cc2-4556-94c0-42a3317ec552, 49, 6004, No update data, 9g3qx8dxqhrx
Bird, MEX, e9a8e2ca-2f89-49b5-9b53-55b59efa42d3, 35, 4008, No update data, 9g3qx8dxeymj
Bird, MEX, f0d93d00-173e-4dd1-9a2a-f1f4d6bbb9b0, 64, 8851, No update data, 9g3qrxe3cdez
Bird, MEX, 84cb08c0-d190-4ad3-9fad-30b871c9e4c3, 61, 7900, No update data, 9g3qrxq13uz0
Bird, MEX, 17209baa-c5c6-45fc-909b-f5c479dd44b9, 87, 12692, No update data, 9g3qrxq16et2
Bird, MEX, 482ef0be-de36-4b95-959e-0d70d01c298c, 79, 10744, No update data, 9g3qrxq11zbc
Bird, MEX, 34167d83-910b-4f8b-a30c-bbd05cdbb9e6, 58, 7426, No update data, 9g3qrxq15n89
Bird, MEX, ce2c3e1d-3009-4582-bd31-159089e0c016, 74, 9954, No update data, 9g3qx9523u2z
Bird, MEX, 02fae95f-208e-43ae-9d23-174e7757f850, 72, 9638, No update data, 9g3qx952d9v2
Bird, MEX, 98a45b8b-aaca-4447-a782-28de3437cbf9, 55, 7348, No update data, 9g3qrx7sf7zp
Bird, MEX, 74e725ce-0490-4e55-8f5e-6dcbf7b63766, 72, 10187, No update data, 9g3qrxcfycnn
Bird, MEX, 49f51505-1fbf-48c2-9bc5-94811ac78b0b, 54, 6794, No update data, 9g3qrx7ecn4k
Bird, MEX, 965fba0e-484f-4d2c-9a4a-25d75522c670, 62, 8517, No update data, 9g3qx957hrb6
Bird, MEX, 32cb2fcb-39f3-4ec1-b35c-7f55c9b32cb3, 98, 13746, No update data, 9g3qrx77xbf9
Bird, MEX, 4a369b29-bdfc-4b07-bf6b-fc916eea4007, 96, 13430, No update data, 9g3qrx7e2m6u
Bird, MEX, 33dcc4bd-7637-4a2f-a6a6-db29e80f91c4, 97, 14362, No update data, 9g3qrx7e27ff
Bird, MEX, a669a4ba-260d-4bff-a7bb-0e8ef1ad557e, 61, 8350, No update data, 9g3qx9k8rqzr
Bird, MEX, 4c820451-bea0-4c9f-9460-7247cf804e36, 81, 11690, No update data, 9g3qx9k8x617
Bird, MEX, f06ac137-e533-41fb-9781-7f3450f64699, 78, 11189, No update data, 9g3qx9k8xzrs
Bird, MEX, 1a5a5b09-8625-47de-8863-e5ba4822592c, 29, 3006, No update data, 9g3qx8fmdz59
Bird, MEX, 3f91e9c9-e6a7-4684-9ec3-d6e6cf4517f5, 72, 9638, No update data, 9g3qx9k9pg4t
Bird, MEX, 377122ad-7d4c-4f80-912c-6825438ae2f5, 74, 10521, No update data, 9g3qx9k2v4uc
Bird, MEX, 9c5415b5-9c80-4d8b-ae3c-7a660b0b8e90, 34, 3841, No update data, 9g3qx9k2erew
Bird, MEX, b14bacba-df59-4f55-bb1d-aaa26d2d62c0, 70, 9853, No update data, 9g3qrxhv5j8e
Bird, MEX, 8b1e77a2-43ed-47ef-a7d9-1d988d7640d3, 74, 9954, No update data, 9g3qrx6grqr3
Bird, MEX, 6457290a-59d5-4b1c-95cd-8104cd313ce1, 76, 10855, No update data, 9g3qrx5xxr34
Bird, MEX, 5ab6aec1-c3a7-4c5f-891a-331ec05cdb0b, 78, 11189, No update data, 9g3qrxhsz9hm
Bird, MEX, d751ef23-a87c-4fc4-aaac-33fd9187972e, 73, 10354, No update data, 9g3qrx6fwtfb
Bird, MEX, d283100e-a153-451a-8233-506a8e476c0e, 91, 13360, No update data, 9g3qrxj5bpmu
Bird, MEX, 4ee96ebd-d7ad-4cea-bf79-4ec16997a672, 98, 14529, No update data, 9g3qrxhu4jgv
Bird, MEX, 9b1134d2-2c38-4f2c-b0f0-5b68e78512a0, 90, 13193, No update data, 9g3qrxhgdqp4
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 97, 13588, No update data, 9g3qrxc1m3xv
Bird, MEX, f8127ee7-07df-4664-9f56-8aab31c35c49, 61, 8350, No update data, 9g3qrx9kx795
Bird, MEX, 9791377b-7de6-4470-acc4-7044b2e23e16, 20, 1503, No update data, 9g3qx9rfww5h
Bird, MEX, 25f481d5-e791-45aa-9279-cf03f2f5826b, 96, 14195, No update data, 9g3qrx9kn6s8
Bird, MEX, aa8f0c35-744a-44c2-bec4-924c01b3c04e, 93, 13694, No update data, 9g3qrx9knjcm
Bird, MEX, f7ada777-e3de-4cc4-81cf-a157d4012e8a, 44, 5511, No update data, 9g3qrx97ykk9
Bird, MEX, 65ec711a-c635-4597-a88b-54392a4dab98, 93, 13694, No update data, 9g3qrx9kjswj
Bird, MEX, 620cf5a7-5a39-4099-9563-96ee835cb8e9, 45, 5372, No update data, 9g3qrxh54rz0
Bird, MEX, 859103c3-cbc4-42a0-bcf7-4f2b595f78dc, 71, 10020, No update data, 9g3qrxh4y84z
Bird, MEX, 4f4a3fd4-8cbe-4e90-be29-29b93cc521c8, 89, 13026, No update data, 9g3qrx5enxry
Bird, MEX, 25dbcec0-fb77-408b-b568-c19bb6a808ef, 92, 13527, No update data, 9g3qrx5eq03k
Bird, MEX, 733f9052-a32c-42d4-a7ae-38ad3a95d349, 92, 13527, No update data, 9g3qrx5enmut
Bird, MEX, c4f44df4-d37b-4c72-8a1f-b1ce4d4e6169, 98, 14529, No update data, 9g3qrx5f7qee
Bird, MEX, a07c6ff7-982e-4c28-bf48-499566204142, 91, 12640, No update data, 9g3qrx5fm0ku
Bird, MEX, ef4510e6-b520-4734-8f6f-a907aae8dfa7, 98, 14529, No update data, 9g3qrx5f2rfg
Bird, MEX, eb3e087f-102c-4277-852d-98086351f6bb, 69, 9686, No update data, 9g3qrx61z3pm
Bird, MEX, f3ba60a3-fed9-421d-adc6-355fccbb1864, 70, 9853, No update data, 9g3qrx645sqg
Bird, MEX, 8e5bd37a-7e11-49d6-b4b7-3a5227161f6c, 64, 8374, No update data, 9g3qrx5ckdgs
Bird, MEX, 8a7aa4c0-e198-4d2c-8fef-854c22a4b870, 73, 10354, No update data, 9g3qrwurbszh
Bird, MEX, 046aa390-c6a6-459b-a79e-5505e5467a04, 25, 2338, No update data, 9g3qrx596j5c
Bird, MEX, 44505af1-afd9-4143-afc8-82a70b372abe, 44, 5511, No update data, 9g3qrx3crc48
Bird, MEX, eab3f3be-dced-4b4d-8059-62e83c26d1a5, 76, 10855, No update data, 9g3qrwgzvxqk
Bird, MEX, f78e5aca-c60d-4029-bce7-41e7d9a30eb9, 91, 12640, No update data, 9g3qx91sqpxe
Bird, MEX, 67f69413-111f-4453-ac2d-a105a09f3616, 60, 7742, No update data, 9g3qrx4gsb3x
Bird, MEX, bfc8f5a2-3ddf-4f0e-8bbd-86b5b959ce49, 27, 2672, No update data, 9g3qx91sv821
Bird, MEX, e6991c30-59e6-46bc-8791-1e8d6fe2e474, 54, 6794, No update data, 9g3qrwuntfgq
Bird, MEX, e3541ff8-4896-4044-9e27-21ef34c898f9, 65, 8532, No update data, 9g3qrx3beke8
Bird, MEX, 0428c0c5-4973-4458-9c61-95bc31a9f8a9, 90, 13193, No update data, 9g3qrx3b5x1v
Bird, MEX, ce9c9e88-29db-4ea7-909f-4e240580ff64, 88, 12859, No update data, 9g3qrx513046
Bird, MEX, 2edc80d7-c707-4383-87e3-91d4d39197c2, 96, 14195, No update data, 9g3qx93bu9e3
Bird, MEX, 3e030acc-8f3d-4168-aafd-9bdce64a85d8, 89, 13026, No update data, 9g3qx93buv39
Bird, MEX, 778f752c-65ea-4b0c-bf86-3f68b3b9a638, 89, 13026, No update data, 9g3qx93buh77
Bird, MEX, 37ef4ea6-b2f3-44aa-bae2-54d23c03a4aa, 97, 14362, No update data, 9g3qrx508f38
Bird, MEX, f5eead87-226e-4e28-9b35-4f6d22ce03df, 54, 6794, No update data, 9g3qrx4chkq7
Bird, MEX, aeb98c9f-3c95-45c1-a08c-14eb0b18719c, 70, 9322, No update data, 9g3qrx4c5s1c
Bird, MEX, df8812a3-c69e-4569-ba0f-c1e966f77b5e, 55, 7348, No update data, 9g3qrx494kr5
Bird, MEX, acdf2419-0349-4196-ad84-3a60d3075eaf, 92, 13527, No update data, 9g3qrx2x1hzr
Bird, MEX, 27076285-d75d-419f-8056-c73bf1137a85, 43, 5344, No update data, 9g3qrx2x1jd7
Bird, MEX, a27bac0f-7760-4e54-92ac-960f45c5acbc, 49, 6346, No update data, 9g3qrx1srj6g
Bird, MEX, fffbe0bd-9d69-4c53-bad9-03e8483355f9, 36, 4175, No update data, 9g3qrx2x0kgz
Bird, MEX, 2faac649-601d-4c39-920e-104d7e94064a, 38, 4509, No update data, 9g3qrx2rr9uq
Bird, MEX, 1a303033-6858-4b41-b602-90d3fd9d2483, 46, 5845, No update data, 9g3qx9xv5hnu
Bird, MEX, ac3679a1-0f20-4f3f-9efa-3f76ffc681e4, 89, 13026, No update data, 9g3qrx40589u
Bird, MEX, 24dbe135-6b7b-4320-9259-7c8be77b7873, 100, 14062, No update data, 9g3qrwu0v0ug
Bird, MEX, 70b8a409-77e9-454c-9e2a-126a3f5ac47f, 97, 14362, No update data, 9g3qrwu0tnuz
