Bird, MEX, 0feea2ab-559e-4baf-acd1-07d7a343162f, 49, 6004, No update data, 9g3qx2kpvqzc
Bird, PBC, afc8067e-7b8b-4fbe-80dc-e1be52292709, 92, 13527, No update data, 9g6h7jnky6hw
Bird, PBC, c9a4c41e-3504-44a3-a959-eff4ebe0eabc, 94, 13861, No update data, 9g6h7jnkwwrx
Bird, PBC, bc9efe6f-0acb-4eab-9310-b69939a20c73, 96, 14195, No update data, 9g6h7jnc1pf7
Bird, PBC, 90405045-8001-49f1-a02a-a24504ad8b95, 93, 13694, No update data, 9g6h7jnc64zq
Bird, PBC, 7bb4253b-c32d-4050-a797-6f6906e5e4cd, 98, 14529, No update data, 9g6h7jnc1jdq
Bird, PBC, 07ba914f-4c0f-40ba-a297-6346a40be63f, 98, 14529, No update data, 9g6h7jnc1jrk
Bird, PBC, 1aa74363-d264-40bd-bf5b-c107e32d0ade, 100, 14863, No update data, 9g6h7jnc1jrk
Bird, PBC, 438a6b8a-c34f-4328-a7b2-18b54c3416e4, 99, 14696, No update data, 9g6h7jnc15z6
Bird, PBC, 1096e31f-659d-41d4-b8dc-648412889438, 93, 13694, No update data, 9g6h7jnc1t7s
Bird, PBC, d5bf17ef-f8cd-4ee2-9b71-f0c37cd39729, 61, 8350, No update data, 9g6h7jnc15x2
Bird, PBC, bc94efbb-281e-4857-9f33-cfa88b988983, 96, 14195, No update data, 9g6h7jnc14zk
Bird, PBC, 0f3dba43-0d10-4bc8-86d3-e046ef509b53, 100, 14863, No update data, 9g6h7jnc13j3
Bird, PBC, be0f4964-2c0e-47b9-bb17-18cf97a6d631, 100, 10502, No update data, 9g6h7jnc47d0
Bird, PBC, f63dfd22-5c2f-4afd-9e58-3c345911a2fa, 96, 14195, No update data, 9g6h7jnbcnpr
Bird, PBC, f6df7fb5-56a8-44c4-a76a-4086d9f8f528, 92, 13527, No update data, 9g6h7hsrp1sh
Bird, PBC, 00e225d1-a1e6-4483-a222-f661c46c6aa1, 99, 14696, No update data, 9g6h7hsqv3fu
Bird, PBC, 9cb3d41d-b9b0-485a-bb37-8aa2500f20c1, 66, 9185, No update data, 9g6h7hsqy2k6
Bird, PBC, ea4d32a7-47d7-4d58-9a1b-666ecb2de1f4, 91, 13360, No update data, 9g6h7hsqw1pt
Bird, PBC, 366f0c23-1656-478e-b39e-c003a438f485, 99, 14696, No update data, 9g6h7kcjuu19
Bird, PBC, 996210da-6d2a-485d-940a-ac3a49cb6e1b, 98, 14529, No update data, 9g6h7kcjvhsv
Bird, PBC, eb474ebf-d311-4cc9-9656-c7a9533a333d, 62, 8517, No update data, 9g6h7kcjvme5
Bird, PBC, 90a42abe-2cea-4582-8cbd-f5cc355a856c, 100, 14863, No update data, 9g6h7kcjv5kv
Bird, PBC, 6e2d6089-9385-494e-abcf-9f56bd8a7177, 98, 14529, No update data, 9g6h7kcjv3gh
Bird, PBC, 27f15815-07a0-406e-a2b6-11305679382e, 99, 14696, No update data, 9g6h7kcjv920
Bird, PBC, c2cb6cc3-d3ba-48cc-a665-1cf114d262e3, 97, 14362, No update data, 9g6h7kcjtwb0
